region,date,new_cases,rolling_average_new_cases_centered
Midwest,2020-01-27,0.0,0.1428571428571428
Midwest,2020-01-29,0.0,0.1428571428571428
Midwest,2020-02-04,0.0,0.1428571428571428
Midwest,2020-02-06,0.0,0.1428571428571428
Midwest,2020-02-26,0.0,0.0
Midwest,2020-02-27,0.0,0.1428571428571428
Midwest,2020-03-22,957.0,988.4285714285714
Midwest,2020-03-29,2893.0,2900.285714285714
Midwest,2020-03-31,3414.0,3441.285714285714
Midwest,2020-04-01,4103.0,3710.285714285714
Midwest,2020-04-03,4682.0,4019.571428571429
Midwest,2020-04-08,4605.0,6968.714285714286
Midwest,2020-04-09,4094.0,6763.142857142857
Midwest,2020-04-10,4320.0,6513.857142857143
Midwest,2020-04-12,2182.0,5990.0
Midwest,2020-04-18,3412.0,3378.0
Midwest,2020-04-27,5303.0,6029.571428571428
Midwest,2020-04-28,6230.0,6376.428571428572
Midwest,2020-05-09,6299.0,6395.714285714285
Midwest,2020-05-11,4764.0,6212.0
Midwest,2020-05-14,7751.0,6020.0
Midwest,2020-05-23,6089.0,5743.857142857143
Midwest,2020-05-24,5574.0,5483.428571428572
Midwest,2020-06-01,3589.0,4386.571428571428
Midwest,2020-06-02,4140.0,4901.285714285714
Midwest,2020-06-03,3925.0,4855.714285714285
Midwest,2020-06-10,3396.0,3345.5714285714284
Midwest,2020-06-14,2666.0,3275.428571428572
Midwest,2020-06-22,3527.0,3883.0
Midwest,2020-06-25,4953.0,4345.285714285715
Midwest,2020-06-28,4107.0,4919.285714285715
Midwest,2020-07-11,7871.0,7294.571428571428
Midwest,2020-07-13,7751.0,7596.142857142857
Midwest,2020-07-14,6520.0,7700.0
Midwest,2020-07-20,8090.0,8070.857142857143
Midwest,2020-07-28,7174.0,8397.857142857143
Midwest,2020-07-31,10521.0,8172.0
Midwest,2020-08-05,8892.0,8337.285714285714
Midwest,2020-08-08,8401.0,8344.285714285714
Midwest,2020-08-16,6463.0,8427.0
Midwest,2020-08-18,7272.0,8244.57142857143
Midwest,2020-08-23,6748.0,9500.285714285714
Midwest,2020-08-25,8083.0,10313.0
Midwest,2020-08-29,8851.0,10568.714285714286
Midwest,2020-09-03,10592.0,10401.857142857143
Midwest,2020-09-07,8340.0,9805.42857142857
Midwest,2020-09-08,7944.0,9337.714285714286
Midwest,2020-09-12,9421.0,10036.285714285714
Midwest,2020-09-17,12337.0,10947.714285714286
Midwest,2020-09-18,13846.0,11128.714285714286
Midwest,2020-09-20,7881.0,11393.142857142857
Midwest,2020-09-24,13202.0,12259.57142857143
Midwest,2020-09-25,15880.0,12453.142857142857
Midwest,2020-10-11,13763.0,17403.0
Midwest,2020-10-21,21073.0,22635.14285714286
Midwest,2020-10-23,27159.0,24124.42857142857
Midwest,2020-10-24,24443.0,24864.42857142857
Midwest,2020-10-27,24609.0,29665.571428571428
Midwest,2020-10-31,32709.0,35139.0
Midwest,2020-11-01,26467.0,36654.57142857143
Midwest,2020-11-03,33160.0,42482.857142857145
Midwest,2020-11-05,59477.0,45377.28571428571
Midwest,2020-11-11,69601.0,63083.142857142855
Midwest,2020-11-13,72646.0,64338.57142857143
Midwest,2020-11-14,67935.0,63138.57142857143
Midwest,2020-11-18,49191.0,61345.857142857145
Midwest,2020-11-20,62541.0,60167.0
Midwest,2020-11-23,69825.0,58361.0
Midwest,2020-11-25,61020.0,55328.57142857143
Midwest,2020-11-26,32954.0,53377.28571428572
Midwest,2020-11-27,60848.0,51203.57142857143
Midwest,2020-12-07,58160.0,53971.0
Midwest,2020-12-13,33281.0,44536.42857142857
Midwest,2020-12-16,41325.0,41118.142857142855
Midwest,2020-12-19,33747.0,37903.71428571428
Midwest,2020-12-22,32157.0,29849.14285714285
Midwest,2020-12-27,18856.0,31339.85714285714
Midwest,2021-01-07,45554.0,38761.42857142857
Midwest,2021-01-10,23570.0,35403.0
Midwest,2021-01-13,32396.0,31087.285714285717
Midwest,2021-01-14,36150.0,30348.714285714286
Midwest,2021-01-15,34359.0,28476.42857142857
Midwest,2021-01-18,23325.0,25807.0
Midwest,2021-01-20,32325.0,24566.571428571428
Midwest,2021-01-25,21047.0,21403.42857142857
Midwest,2021-02-08,11538.0,13283.857142857143
Midwest,2021-02-11,13476.0,12044.0
Midwest,2021-02-18,10252.0,9669.0
Midwest,2021-02-19,12632.0,9611.285714285714
Midwest,2021-02-20,9758.0,9762.0
Midwest,2021-02-21,6470.0,9893.42857142857
Midwest,2021-02-23,9939.0,9724.0
Midwest,2021-02-27,8624.0,9063.0
Midwest,2021-03-05,9351.0,8835.714285714286
Midwest,2021-03-06,9123.0,9182.857142857143
Midwest,2021-03-15,10482.0,9800.571428571428
Midwest,2021-03-19,13396.0,10727.42857142857
Midwest,2021-03-20,11355.0,11002.571428571428
Midwest,2021-03-29,15959.0,15840.428571428572
Midwest,2021-04-04,4617.0,17732.714285714286
Midwest,2021-04-05,21142.0,18095.714285714286
Midwest,2021-04-11,9273.0,19553.571428571428
Midwest,2021-04-16,22580.0,18420.285714285717
Midwest,2021-04-18,8228.0,16944.714285714286
Midwest,2021-04-27,13136.0,13358.142857142857
Midwest,2021-04-30,12962.0,12969.57142857143
Midwest,2021-05-10,8681.0,9091.42857142857
Midwest,2021-05-11,8546.0,8508.714285714286
Midwest,2021-05-18,6480.0,6665.714285714285
Midwest,2021-05-19,7980.0,6431.571428571428
Midwest,2021-05-21,6830.0,5967.0
Midwest,2021-05-23,3167.0,5285.142857142857
Midwest,2021-05-25,5082.0,4666.428571428572
Midwest,2021-06-04,3738.0,3039.5714285714284
Midwest,2021-06-11,2707.0,2364.285714285714
Midwest,2021-06-12,1686.0,2282.1428571428573
Midwest,2021-06-16,2801.0,2101.714285714286
Midwest,2021-06-18,2139.0,2017.2857142857144
Midwest,2021-06-20,880.0,2076.0
Midwest,2021-06-21,2724.0,2107.1428571428573
Midwest,2021-06-23,2831.0,2091.285714285714
Midwest,2021-06-25,2495.0,2311.8571428571427
Midwest,2021-07-01,3203.0,2575.428571428572
Midwest,2021-07-08,5035.0,3672.285714285714
Midwest,2021-07-15,4941.0,4843.428571428572
Midwest,2021-07-17,2662.0,5525.857142857143
Midwest,2021-07-18,2854.0,5855.142857142857
Midwest,2021-07-25,3518.0,8653.857142857143
Midwest,2021-07-29,9041.0,9832.428571428572
Midwest,2021-08-03,15411.0,12733.42857142857
Midwest,2021-08-04,18816.0,12868.42857142857
Midwest,2021-08-05,12280.0,12953.0
Midwest,2021-08-15,5053.0,17631.714285714286
Midwest,2021-08-22,4495.0,20704.0
Midwest,2021-08-25,31778.0,21922.285714285717
Midwest,2021-08-30,38874.0,24455.571428571428
Midwest,2021-08-31,21554.0,25512.714285714286
Midwest,2021-09-04,6836.0,24161.571428571428
Midwest,2021-09-09,23751.0,25591.714285714286
Midwest,2021-09-10,40419.0,31287.14285714286
Midwest,2021-09-15,52986.0,28713.42857142857
Midwest,2021-09-25,8680.0,25590.0
Midwest,2021-09-26,5816.0,25205.42857142857
Midwest,2021-10-01,34114.0,25722.42857142857
Midwest,2021-10-03,6428.0,25727.285714285717
Midwest,2021-10-04,39269.0,25417.42857142857
Midwest,2021-10-10,5250.0,29617.14285714286
Midwest,2021-10-13,44829.0,27998.42857142857
Midwest,2021-10-22,26308.0,19591.14285714286
Midwest,2021-10-23,6488.0,20173.714285714286
Midwest,2021-11-09,22745.0,27769.0
Midwest,2021-11-12,45357.0,31110.714285714286
Midwest,2021-11-13,9446.0,31889.42857142857
Midwest,2021-11-15,54501.0,33128.57142857143
Midwest,2021-11-16,28196.0,33657.71428571428
Midwest,2021-11-23,34225.0,30703.571428571428
Midwest,2021-11-26,22153.0,31066.285714285717
Midwest,2021-11-27,6631.0,31800.14285714286
Midwest,2021-12-02,42523.0,44481.857142857145
Midwest,2021-12-06,78741.0,44021.0
Midwest,2021-12-07,37953.0,43238.857142857145
Midwest,2021-12-11,16554.0,42849.857142857145
Midwest,2021-12-12,8358.0,41533.0
Midwest,2021-12-14,39450.0,42889.71428571428
Midwest,2021-12-19,9632.0,47594.42857142857
Midwest,2021-12-21,43175.0,46191.857142857145
Midwest,2021-12-31,60298.0,87801.28571428571
Midwest,2022-01-06,123125.0,126598.28571428572
Midwest,2022-01-07,177086.0,126047.57142857143
Midwest,2022-01-22,55315.0,139266.42857142858
Midwest,2022-01-23,29013.0,117995.57142857143
Midwest,2022-01-25,77486.0,103171.71428571428
Midwest,2022-01-29,17880.0,81297.28571428571
Midwest,2022-02-09,55231.0,29818.857142857145
Midwest,2022-02-16,23277.0,17802.285714285714
Midwest,2022-02-17,11769.0,17469.14285714286
Midwest,2022-02-23,34337.0,12100.857142857143
Midwest,2022-02-28,11751.0,11285.57142857143
Midwest,2022-03-04,8060.0,7110.0
Midwest,2022-03-10,4683.0,6076.142857142857
Midwest,2022-03-14,4966.0,5078.142857142857
Midwest,2022-03-16,7267.0,4461.428571428572
Midwest,2022-03-18,6714.0,4245.428571428572
Midwest,2022-03-19,1557.0,4228.571428571428
Midwest,2022-03-20,879.0,4044.857142857143
Midwest,2022-03-23,5981.0,4074.0
Midwest,2022-03-25,5005.0,4179.0
Midwest,2022-03-29,4153.0,3957.142857142857
Midwest,2022-03-31,6268.0,3934.0
Midwest,2022-04-02,1753.0,3405.8571428571427
Midwest,2022-04-04,1427.0,3888.857142857143
Midwest,2022-04-10,1693.0,4997.0
Midwest,2022-04-12,3780.0,5556.571428571428
Midwest,2022-04-15,5738.0,5815.714285714286
Midwest,2022-04-18,2591.0,7125.857142857143
Midwest,2022-04-21,13067.0,7737.857142857143
Midwest,2022-05-02,4844.0,12285.714285714286
Midwest,2022-05-05,17420.0,13047.428571428572
Midwest,2022-05-10,12826.0,17409.85714285714
Midwest,2022-05-11,42177.0,17498.85714285714
Midwest,2022-05-12,27414.0,17733.0
Midwest,2022-05-18,43855.0,17875.0
Midwest,2022-05-22,5358.0,16735.142857142855
Midwest,2022-05-23,6860.0,16537.428571428572
Midwest,2022-05-26,30690.0,16598.428571428572
Midwest,2022-05-29,9370.0,14414.142857142857
Midwest,2022-05-30,5677.0,14573.142857142857
Midwest,2022-05-31,5348.0,13855.42857142857
Midwest,2022-06-02,31803.0,12499.142857142857
Midwest,2022-06-03,9237.0,12136.0
Midwest,2022-06-06,3135.0,10175.42857142857
Midwest,2022-06-12,1136.0,9456.42857142857
Midwest,2022-06-15,23736.0,8984.0
Midwest,2022-06-16,19655.0,8989.714285714286
Midwest,2022-06-18,1782.0,8428.285714285714
Midwest,2022-06-22,18960.0,8177.714285714285
Midwest,2022-06-23,22652.0,8174.285714285715
Midwest,2022-06-25,1569.0,10636.57142857143
Midwest,2022-07-01,8108.0,8270.57142857143
Midwest,2022-07-03,1151.0,7305.428571428572
Midwest,2022-07-16,1898.0,9863.142857142857
Midwest,2022-07-18,1063.0,10258.142857142857
Midwest,2022-07-22,11634.0,10402.285714285714
Midwest,2022-07-26,21449.0,11448.857142857143
Midwest,2022-07-30,2072.0,11469.42857142857
Midwest,2022-08-02,21858.0,10988.285714285714
Midwest,2022-08-08,987.0,10035.285714285714
Midwest,2022-08-11,28217.0,9904.142857142857
Midwest,2022-08-15,929.0,10422.714285714286
Midwest,2022-08-16,24582.0,10221.142857142857
Midwest,2022-08-20,2429.0,9735.57142857143
Midwest,2022-08-21,1075.0,9714.0
Midwest,2022-08-23,20745.0,9578.857142857143
Midwest,2022-08-31,26395.0,37376.28571428571
Midwest,2022-09-02,8626.0,37342.857142857145
Midwest,2022-09-05,617.0,10142.57142857143
Midwest,2022-09-06,24016.0,9918.714285714286
Midwest,2022-09-15,23516.0,9409.0
Midwest,2022-09-16,6513.0,9378.285714285714
Midwest,2022-09-23,5068.0,7677.142857142857
Midwest,2022-09-25,2480.0,6881.428571428572
Midwest,2022-09-29,14305.0,6400.0
Midwest,2022-10-02,2262.0,6284.285714285715
Midwest,2022-10-04,15415.0,5723.857142857143
Midwest,2022-10-07,3878.0,5937.714285714285
Midwest,2022-10-08,1071.0,5783.857142857143
Midwest,2022-10-09,1582.0,6904.571428571428
Midwest,2022-10-14,4851.0,5690.285714285715
Midwest,2022-10-22,1110.0,6233.142857142857
Midwest,2022-10-31,1496.0,6198.285714285714
Midwest,2022-11-09,14662.0,24077.0
Midwest,2022-11-10,11957.0,24193.42857142857
Midwest,2022-11-11,4677.0,24308.714285714286
Midwest,2022-11-12,987.0,7788.714285714285
Midwest,2022-11-18,4439.0,6423.714285714285
Midwest,2022-11-24,1523.0,5338.142857142857
Midwest,2022-11-25,1426.0,5405.571428571428
Midwest,2022-11-28,2041.0,7458.714285714285
Midwest,2022-11-30,7959.0,8473.0
Midwest,2022-12-05,2603.0,8606.57142857143
Midwest,2022-12-11,0.0,9719.57142857143
Midwest,2022-12-12,1.0,8206.0
Midwest,2022-12-15,18165.0,8358.285714285714
Midwest,2022-12-20,19807.0,7643.285714285715
Midwest,2022-12-24,834.0,5316.285714285715
Midwest,2022-12-25,553.0,5636.142857142857
Midwest,2022-12-30,4387.0,5038.857142857143
Midwest,2023-01-04,4918.0,5154.285714285714
Midwest,2023-01-10,13038.0,5059.285714285714
Midwest,2023-01-12,13815.0,5213.714285714285
Midwest,2023-01-13,862.0,4617.857142857143
Midwest,2023-01-15,405.0,4560.571428571428
Midwest,2023-01-17,10181.0,4220.0
Midwest,2023-01-18,3384.0,4213.571428571428
Midwest,2023-01-23,303.0,3032.1428571428573
Midwest,2023-01-25,789.0,3111.285714285714
Midwest,2023-01-28,624.0,3066.5714285714284
Midwest,2023-02-04,0.0,3107.428571428572
Midwest,2023-02-05,0.0,3116.8571428571427
Midwest,2023-02-06,2279.0,3256.0
Midwest,2023-02-10,657.0,3215.714285714286
Midwest,2023-02-20,334.0,3629.428571428572
Midwest,2023-02-21,9119.0,3255.8571428571427
Midwest,2023-03-03,3114.0,3674.571428571429
Midwest,2023-03-22,0.0,2266.428571428572
Midwest,2023-04-01,0.0,3680.0
Midwest,2023-04-05,568.0,3697.428571428572
Midwest,2023-04-08,0.0,2022.857142857143
Midwest,2023-04-09,0.0,1941.7142857142856
Midwest,2023-04-11,6707.0,1825.0
Midwest,2023-04-13,5717.0,1825.0
Northeast,2020-01-28,0.0,0.0
Northeast,2020-01-30,0.0,0.1428571428571428
Northeast,2020-01-31,0.0,0.1428571428571428
Northeast,2020-02-07,0.0,0.0
Northeast,2020-02-11,0.0,0.0
Northeast,2020-02-16,0.0,0.0
Northeast,2020-02-17,0.0,0.0
Northeast,2020-02-22,0.0,0.0
Northeast,2020-02-26,0.0,0.0
Northeast,2020-03-04,9.0,13.714285714285714
Northeast,2020-03-09,77.0,69.28571428571429
Northeast,2020-03-11,47.0,108.85714285714285
Northeast,2020-03-12,155.0,128.42857142857142
Northeast,2020-03-19,3032.0,2618.714285714286
Northeast,2020-03-22,4571.0,5294.0
Northeast,2020-03-24,6166.0,7120.285714285715
Northeast,2020-04-06,17311.0,18869.285714285717
Northeast,2020-04-08,20138.0,18531.714285714286
Northeast,2020-04-09,20516.0,18696.14285714285
Northeast,2020-04-21,12386.0,15392.57142857143
Northeast,2020-04-25,20066.0,15302.57142857143
Northeast,2020-04-26,14291.0,14884.42857142857
Northeast,2020-04-29,12161.0,12366.142857142857
Northeast,2020-05-03,10222.0,10632.142857142857
Northeast,2020-05-07,10409.0,8873.42857142857
Northeast,2020-05-10,7836.0,8065.714285714285
Northeast,2020-05-11,7178.0,7744.0
Northeast,2020-05-17,6684.0,7325.714285714285
Northeast,2020-05-20,7240.0,6605.285714285715
Northeast,2020-05-27,4453.0,5157.714285714285
Northeast,2020-05-30,5387.0,5288.0
Northeast,2020-06-01,6876.0,4828.142857142857
Northeast,2020-06-04,3737.0,4209.0
Northeast,2020-06-07,2709.0,3324.0
Northeast,2020-06-08,3214.0,3233.8571428571427
Northeast,2020-06-10,2757.0,2951.428571428572
Northeast,2020-06-12,3124.0,2725.8571428571427
Northeast,2020-06-13,3270.0,2670.0
Northeast,2020-06-14,2132.0,2593.0
Northeast,2020-06-22,2169.0,2265.0
Northeast,2020-06-24,1856.0,2336.285714285714
Northeast,2020-06-25,2540.0,2362.428571428572
Northeast,2020-07-07,2750.0,2467.5714285714284
Northeast,2020-07-26,3455.0,3772.428571428572
Northeast,2020-07-29,4512.0,3592.0
Northeast,2020-07-30,3441.0,3516.428571428572
Northeast,2020-07-31,4312.0,3581.714285714286
Northeast,2020-08-01,3502.0,3506.5714285714284
Northeast,2020-08-02,2926.0,3432.428571428572
Northeast,2020-08-04,2881.0,3198.285714285714
Northeast,2020-08-08,3196.0,3156.0
Northeast,2020-08-16,2220.0,2712.1428571428573
Northeast,2020-09-05,3302.0,3109.5714285714284
Northeast,2020-09-10,3126.0,3004.5714285714284
Northeast,2020-09-14,3532.0,3489.5714285714284
Northeast,2020-09-23,3263.0,3304.428571428572
Northeast,2020-09-25,3560.0,3547.0
Northeast,2020-09-30,4851.0,4523.428571428572
Northeast,2020-10-03,4143.0,4878.857142857143
Northeast,2020-10-04,5389.0,4948.142857142857
Northeast,2020-10-07,5336.0,5261.142857142857
Northeast,2020-10-17,6332.0,6270.714285714285
Northeast,2020-10-18,5546.0,6213.571428571428
Northeast,2020-10-19,5864.0,6462.142857142857
Northeast,2020-10-23,7615.0,7311.571428571428
Northeast,2020-11-01,8155.0,10138.714285714286
Northeast,2020-11-02,9610.0,10578.42857142857
Northeast,2020-11-03,10189.0,11082.142857142857
Northeast,2020-11-08,11855.0,15622.57142857143
Northeast,2020-11-10,17816.0,17716.571428571428
Northeast,2020-11-16,21048.0,22621.0
Northeast,2020-11-21,24610.0,24378.42857142857
Northeast,2020-11-29,23169.0,26815.714285714286
Northeast,2020-12-10,39185.0,38012.857142857145
Northeast,2020-12-14,37156.0,38457.142857142855
Northeast,2020-12-22,30354.0,32385.285714285717
Northeast,2020-12-23,37648.0,31427.85714285714
Northeast,2020-12-24,33215.0,29681.285714285717
Northeast,2020-12-25,28065.0,29479.285714285717
Northeast,2020-12-27,17619.0,35943.71428571428
Northeast,2020-12-28,33900.0,37623.28571428572
Northeast,2021-01-02,47473.0,41213.42857142857
Northeast,2021-01-11,36695.0,44644.857142857145
Northeast,2021-01-21,41040.0,35390.857142857145
Northeast,2021-01-28,33901.0,31369.285714285717
Northeast,2021-01-30,30885.0,29355.571428571428
Northeast,2021-02-01,23510.0,25307.85714285714
Northeast,2021-02-05,24550.0,22329.285714285717
Northeast,2021-02-06,14497.0,22362.285714285717
Northeast,2021-02-15,15627.0,18215.571428571428
Northeast,2021-02-20,16360.0,16448.85714285714
Northeast,2021-02-23,13149.0,15758.57142857143
Northeast,2021-03-06,17422.0,16912.714285714286
Northeast,2021-03-20,15517.0,15519.285714285714
Northeast,2021-03-26,25203.0,25213.85714285714
Northeast,2021-03-30,16480.0,22633.42857142857
Northeast,2021-04-04,19306.0,21704.0
Northeast,2021-04-05,16569.0,21409.285714285717
Northeast,2021-04-08,23235.0,21631.42857142857
Northeast,2021-04-09,25614.0,21682.571428571428
Northeast,2021-04-13,20548.0,20780.14285714285
Northeast,2021-04-14,22064.0,20800.571428571428
Northeast,2021-04-19,13596.0,17906.0
Northeast,2021-04-21,19719.0,15762.285714285714
Northeast,2021-04-24,12284.0,14024.285714285714
Northeast,2021-04-26,8950.0,12442.857142857143
Northeast,2021-04-28,13279.0,11716.857142857143
Northeast,2021-05-03,7566.0,10095.0
Northeast,2021-05-07,9111.0,8345.857142857143
Northeast,2021-05-14,6003.0,5916.714285714285
Northeast,2021-05-24,4253.0,3837.0
Northeast,2021-05-29,1528.0,2513.714285714286
Northeast,2021-06-04,2207.0,1935.857142857143
Northeast,2021-06-11,1503.0,1460.2857142857142
Northeast,2021-06-13,960.0,1374.0
Northeast,2021-06-16,1341.0,1176.571428571429
Northeast,2021-06-17,1219.0,1086.7142857142858
Northeast,2021-06-19,684.0,1022.2857142857144
Northeast,2021-06-22,894.0,988.7142857142856
Northeast,2021-06-24,1195.0,1017.0
Northeast,2021-06-26,675.0,998.1428571428572
Northeast,2021-06-27,538.0,1010.8571428571428
Northeast,2021-07-03,756.0,1018.7142857142856
Northeast,2021-07-04,643.0,1052.142857142857
Northeast,2021-07-07,1427.0,1285.571428571429
Northeast,2021-07-18,1692.0,2824.5714285714284
Northeast,2021-07-30,7183.0,6381.285714285715
Northeast,2021-08-09,15553.0,10292.857142857143
Northeast,2021-08-12,12640.0,11178.714285714286
Northeast,2021-08-14,3520.0,11648.0
Northeast,2021-08-17,11553.0,12427.142857142857
Northeast,2021-08-19,14633.0,12742.0
Northeast,2021-08-20,14022.0,12958.714285714286
Northeast,2021-08-21,10108.0,13018.714285714286
Northeast,2021-08-24,11973.0,14707.285714285714
Northeast,2021-08-25,21477.0,14875.714285714286
Northeast,2021-08-30,24511.0,15927.0
Northeast,2021-09-05,13618.0,14696.0
Northeast,2021-09-06,7320.0,14634.0
Northeast,2021-09-12,10722.0,16873.85714285714
Northeast,2021-09-15,20071.0,17724.285714285714
Northeast,2021-09-18,13028.0,17807.714285714286
Northeast,2021-09-23,23502.0,17106.428571428572
Northeast,2021-09-27,15565.0,16351.714285714286
Northeast,2021-09-29,18600.0,15864.57142857143
Northeast,2021-10-05,13106.0,16796.85714285714
Northeast,2021-10-06,15277.0,16365.42857142857
Northeast,2021-10-08,18747.0,15004.285714285714
Northeast,2021-10-09,12516.0,15813.142857142857
Northeast,2021-10-13,18034.0,14738.714285714286
Northeast,2021-10-14,12694.0,15265.714285714286
Northeast,2021-10-16,11561.0,14705.142857142857
Northeast,2021-10-20,15290.0,13038.42857142857
Northeast,2021-10-22,14320.0,12890.0
Northeast,2021-10-30,5913.0,13015.571428571428
Northeast,2021-11-02,13656.0,13456.285714285714
Northeast,2021-11-10,24763.0,18400.14285714285
Northeast,2021-11-13,23517.0,20098.0
Northeast,2021-11-17,28763.0,20121.42857142857
Northeast,2021-11-18,24628.0,22261.42857142857
Northeast,2021-11-22,31385.0,21536.14285714286
Northeast,2021-11-23,19390.0,21153.714285714286
Northeast,2021-11-26,21989.0,20390.714285714286
Northeast,2021-11-27,12272.0,19968.0
Northeast,2021-11-28,4997.0,21796.571428571428
Northeast,2021-12-03,37149.0,29988.285714285717
Northeast,2021-12-09,42022.0,33227.57142857143
Northeast,2021-12-13,50820.0,36365.57142857143
Northeast,2021-12-20,75478.0,56966.42857142857
Northeast,2021-12-21,54811.0,56159.71428571428
Northeast,2021-12-24,43456.0,74076.42857142857
Northeast,2021-12-26,137432.0,102482.0
Northeast,2021-12-29,160141.0,134126.85714285713
Northeast,2022-01-08,139478.0,187746.2857142857
Northeast,2022-01-09,121652.0,196127.42857142855
Northeast,2022-01-14,137767.0,132513.57142857142
Northeast,2022-01-22,51301.0,75863.28571428571
Northeast,2022-01-27,62226.0,54480.142857142855
Northeast,2022-01-30,18931.0,39457.142857142855
Northeast,2022-01-31,42865.0,35363.42857142857
Northeast,2022-02-01,24285.0,33500.28571428572
Northeast,2022-02-20,9586.0,14149.42857142857
Northeast,2022-02-25,11700.0,10047.714285714286
Northeast,2022-03-01,19197.0,9167.142857142857
Northeast,2022-03-04,5454.0,9484.142857142857
Northeast,2022-03-09,7541.0,6121.285714285715
Northeast,2022-03-11,7678.0,5304.428571428572
Northeast,2022-03-17,2742.0,5795.571428571428
Northeast,2022-03-18,11263.0,5830.0
Northeast,2022-03-19,8305.0,5987.571428571428
Northeast,2022-03-31,10222.0,8448.0
Northeast,2022-04-05,4976.0,9617.714285714286
Northeast,2022-04-07,8876.0,8670.42857142857
Northeast,2022-04-09,1293.0,11574.857142857143
Northeast,2022-04-16,1777.0,14317.857142857143
Northeast,2022-04-18,31335.0,14330.714285714286
Northeast,2022-04-22,21480.0,15927.857142857143
Northeast,2022-04-28,28501.0,16865.571428571428
Northeast,2022-05-03,31801.0,20728.14285714286
Northeast,2022-05-06,23232.0,24199.714285714286
Northeast,2022-05-14,441.0,29459.14285714286
Northeast,2022-05-17,27599.0,29820.0
Northeast,2022-05-20,16534.0,26621.14285714285
Northeast,2022-05-21,789.0,26510.285714285717
Northeast,2022-05-22,34536.0,27115.85714285714
Northeast,2022-05-25,62997.0,27515.714285714286
Northeast,2022-06-03,7085.0,21398.571428571428
Northeast,2022-06-04,313.0,18947.14285714286
Northeast,2022-06-18,307.0,13809.42857142857
Northeast,2022-06-28,11007.0,14334.714285714286
Northeast,2022-07-02,208.0,14479.57142857143
Northeast,2022-07-11,24504.0,15985.142857142857
Northeast,2022-07-28,20140.0,16651.85714285714
Northeast,2022-07-31,16201.0,17824.571428571428
Northeast,2022-08-05,2320.0,16435.571428571428
Northeast,2022-08-07,13909.0,14781.57142857143
Northeast,2022-08-15,55896.0,17991.85714285714
Northeast,2022-08-19,6882.0,12728.714285714286
Northeast,2022-08-20,9330.0,12187.285714285714
Northeast,2022-08-22,18535.0,13229.57142857143
Northeast,2022-08-24,33231.0,11916.714285714286
Northeast,2022-09-08,7355.0,17688.0
Northeast,2022-09-14,18864.0,11457.142857142857
Northeast,2022-09-16,1723.0,13584.142857142857
Northeast,2022-09-18,20632.0,14752.857142857143
Northeast,2022-09-19,17047.0,13116.714285714286
Northeast,2022-09-21,25962.0,14328.857142857143
Northeast,2022-09-22,15736.0,12676.714285714286
Northeast,2022-09-24,9165.0,12457.142857142857
Northeast,2022-09-25,9067.0,11498.142857142857
Northeast,2022-09-27,9529.0,10447.0
Northeast,2022-10-01,328.0,9929.42857142857
Northeast,2022-10-15,309.0,9181.0
Northeast,2022-10-18,16840.0,9097.571428571428
Northeast,2022-10-19,16593.0,9088.714285714286
Northeast,2022-10-22,247.0,9950.57142857143
Northeast,2022-10-24,4253.0,9288.857142857143
Northeast,2022-10-25,15597.0,9372.857142857143
Northeast,2022-10-30,10566.0,10459.571428571428
Northeast,2022-11-02,18631.0,9459.0
Northeast,2022-11-09,17647.0,9465.571428571428
Northeast,2022-11-12,0.0,8189.285714285715
Northeast,2022-11-13,9367.0,7817.714285714285
Northeast,2022-11-15,5618.0,8650.857142857143
Northeast,2022-11-17,25642.0,8806.857142857143
Northeast,2022-11-23,17846.0,6517.428571428572
Northeast,2022-11-30,22681.0,10931.57142857143
Northeast,2022-12-04,1.0,3547.285714285714
Northeast,2022-12-06,749.0,11847.57142857143
Northeast,2022-12-08,49247.0,11858.857142857143
Northeast,2022-12-10,215.0,12860.571428571428
Northeast,2022-12-16,38448.0,14466.0
Northeast,2022-12-18,0.0,19656.714285714286
Northeast,2022-12-20,26353.0,8723.285714285714
Northeast,2022-12-28,13346.0,10917.57142857143
Northeast,2022-12-29,54284.0,10917.57142857143
Northeast,2023-01-06,57214.0,16152.571428571428
Northeast,2023-01-13,199.0,8915.285714285714
Northeast,2023-01-16,0.0,8831.0
Northeast,2023-01-17,346.0,8835.714285714286
Northeast,2023-01-20,232.0,8832.142857142857
Northeast,2023-01-21,201.0,8889.0
Northeast,2023-01-23,0.0,7433.428571428572
Northeast,2023-01-25,30428.0,7423.571428571428
Northeast,2023-02-08,73465.0,11364.0
Northeast,2023-02-11,431.0,11271.285714285714
Northeast,2023-02-12,0.0,4706.428571428572
Northeast,2023-02-18,0.0,5315.857142857143
Northeast,2023-02-19,0.0,5547.714285714285
Northeast,2023-02-25,0.0,4937.285714285715
Northeast,2023-02-27,0.0,3299.0
Northeast,2023-03-01,8676.0,3591.428571428572
Northeast,2023-03-09,10088.0,3871.571428571429
Northeast,2023-03-18,0.0,2521.5714285714284
Northeast,2023-03-20,0.0,2452.8571428571427
Northeast,2023-03-22,14378.0,2404.5714285714284
Northeast,2023-04-09,0.0,1372.142857142857
Northeast,2023-04-12,7809.0,1365.7142857142858
South,2020-02-01,0.0,0.0
South,2020-02-14,0.0,0.0
South,2020-02-16,0.0,0.0
South,2020-02-17,0.0,0.0
South,2020-02-24,0.0,0.0
